"outcome","label","filename"
"Adverse event: decreased libido","secondary","14651858.CD012857.pub2"
"Adverse events: palpitations","secondary","14651858.CD012857.pub2"
"Dropouts due to adverse events","secondary","14651858.CD012857.pub2"
"Surgery-related adverse events","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (AMH)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (AMH per time point)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (FSH)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (FSH per time point)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (LH)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (LH per time point","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (estradiol)","primary","14651858.CD012858.pub2"
"Postoperative hormonal status (estradiol per time point)","primary","14651858.CD012858.pub2"
"Total surgical time","secondary","14651858.CD012858.pub2"
"Estimated blood loss","secondary","14651858.CD012858.pub2"
"Conversion rate to open surgery","secondary","14651858.CD012858.pub2"
"Duration of hospital admission","secondary","14651858.CD012858.pub2"
"Quality of life","secondary","14651858.CD012858.pub2"
"Incidence of intraoperative adverse events depending on surgical approach","primary","14651858.CD012858.pub2"
"Vomiting within 0 to 24 hours","primary","14651858.CD012859.pub2"
"Serious adverse events","primary","14651858.CD012859.pub2"
"Any adverse event","primary","14651858.CD012859.pub2"
"Headache","secondary","14651858.CD012859.pub2"
"Sedation/drowsiness","secondary","14651858.CD012859.pub2"
"Extrapyramidal symptoms","secondary","14651858.CD012859.pub2"
"Constipation","secondary","14651858.CD012859.pub2"
"Postoperative wound infection","secondary","14651858.CD012859.pub2"
"Arrhythmia","secondary","14651858.CD012859.pub2"
"Visual disturbances","secondary","14651858.CD012859.pub2"
"QT prolongation","secondary","14651858.CD012859.pub2"
"Urine tests for exposure","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated","primary","14651858.CD012860.pub2"
"Quantity of surface contamination (pg/cmA2)","primary","14651858.CD012860.pub2"
"Urine tests for exposure (PhaSeal only)","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated with cyclophosphamide in pharmacy areas: stratified by study design","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated with ifosfamide in pharmacy areas: stratified by study design","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated with methotrexate in pharmacy areas: stratified by study design","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated with 5-fluorouracil in pharmacy areas: stratified by study design","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated (PhaSeal only)","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated (Tevadaptor only)","primary","14651858.CD012860.pub2"
"Quantity of surface contamination with cyclophosphamide in pharmacy areas (pg/cmA2): stratified by study design","primary","14651858.CD012860.pub2"
"Quantity of surface contamination with ifosfamide in pharmacy areas (pg/cmA2): stratified by study design","primary","14651858.CD012860.pub2"
"Quantity of surface contamination with methotrexate in pharmacy areas (pg/cmA2): stratified by study design","primary","14651858.CD012860.pub2"
"Quantity of surface contamination with 5-fluorouracil in pharmacy areas (pg/cmA2): stratified by devices","primary","14651858.CD012860.pub2"
"Quantity of surface contamination with 5-fluorouracil in pharmacy areas (pg/cmA2): stratified by study design","primary","14651858.CD012860.pub2"
"Quantity of surface contamination (pg/cmA2): stratified by devices","primary","14651858.CD012860.pub2"
"Urine tests for exposure (ICC = 0.05)","primary","14651858.CD012860.pub2"
"Urine tests for exposure (ICC = 0.01)","primary","14651858.CD012860.pub2"
"Urine tests for exposure (ICC = 0.00)","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated (ICC = 0.05)","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated (ICC = 0.01)","primary","14651858.CD012860.pub2"
"Proportion of surfaces contaminated (ICC = 0.00)","primary","14651858.CD012860.pub2"
"Quantity of surface contamination (pg/cmA2) (ICC = 0.05)","primary","14651858.CD012860.pub2"
"Quantity of surface contamination (pg/cmA2) (ICC = 0.01)","primary","14651858.CD012860.pub2"
"Quantity of surface contamination (pg/cmA2) (ICC = 0.00)","primary","14651858.CD012860.pub2"
"Post-void residual urine volume one month after surgery","secondary","14651858.CD012863.pub2"
"Flow rate (mL per second)","secondary","14651858.CD012863.pub2"
"Maximum flow rate (mL per second)","secondary","14651858.CD012863.pub2"
"Number of women with low maximum flow rate (< 15 mL per second)","secondary","14651858.CD012863.pub2"
"Detrusor pressure at maximum flow (cmH2O)","secondary","14651858.CD012863.pub2"
"Number of women with low detrusor pressure at maximum flow","secondary","14651858.CD012863.pub2"
"Bladder compliance","secondary","14651858.CD012863.pub2"
"Time to post-void residual volume of urine < 75 mL after surgery (days)","secondary","14651858.CD012863.pub2"
"Time to post-void residual volume of urine < 100 mL after surgery (days)","secondary","14651858.CD012863.pub2"
"Adverse events; acute complications","secondary","14651858.CD012863.pub2"
"Urinary tract infections during the one-month period following surgery","secondary","14651858.CD012863.pub2"
"Objective measures more than 12 weeks to 6 months follow-up (30-Second Chair Stand Test)","primary","14651858.CD012864.pub2"
"Subjective measures more than 12 weeks to 6 months follow-up","secondary","14651858.CD012864.pub2"
"Depression: more than 12 weeks to 6 months follow-up","primary","14651858.CD012864.pub2"
"Depression: more than 6 months to 12 months follow-up (HADS)","primary","14651858.CD012864.pub2"
"Anxiety: more than 12 weeks to 6 months follow-up","primary","14651858.CD012864.pub2"
"Anxiety: more than 6 months to 12 months follow-up (HADS)","primary","14651858.CD012864.pub2"
"Up to 12 weeks follow-up","secondary","14651858.CD012864.pub2"
"Change from baseline up to 12 weeks follow-up","secondary","14651858.CD012864.pub2"
"More than 12 weeks to 6 months follow-up","secondary","14651858.CD012864.pub2"
"Change from baseline more than 12 weeks to 6 months follow-up","secondary","14651858.CD012864.pub2"
"More than 6 months to 12 months follow-up","secondary","14651858.CD012864.pub2"
"Up to 12 weeks follow-up (hand dynamometry)","secondary","14651858.CD012864.pub2"
"More than 12 weeks to 6 months follow-up (hand dynamometry)","secondary","14651858.CD012864.pub2"
"Up to 12 weeks follow-up (FACT-F and FACIT-F)","secondary","14651858.CD012864.pub2"
"Change from baseline up to 12 weeks follow-up (FACT-F and FACIT-F)","secondary","14651858.CD012864.pub2"
"Objective measures up to 12 weeks follow-up (accelerometry moderate to vigorous physical activity mins/per day)","secondary","14651858.CD012864.pub2"
"Change from baseline in objective measures up to 12 weeks follow-up (accelerometry moderate to vigorous physical activity)","secondary","14651858.CD012864.pub2"
"Subjective measures up to 12 weeks follow-up","secondary","14651858.CD012864.pub2"
"Objective measures more than 12 weeks to 6 months follow-up (accelerometry moderate to vigorous physical activity mins/week)","secondary","14651858.CD012864.pub2"
"Subjective measures more than 6 months to 12 months follow-up","secondary","14651858.CD012864.pub2"
"Serious neonatal morbidity","primary","14651858.CD012871.pub2"
"Perinatal loss: all - including miscarriages and stillbirth (but no data for neonatal death)","primary","14651858.CD012871.pub2"
"Stillbirth (intrauterine fetal death at 24 weeks or more)","secondary","14651858.CD012871.pub2"
"Miscarriages (perinatal loss before 24 weeks)","secondary","14651858.CD012871.pub2"
"Preterm birth < 28 weeks","secondary","14651858.CD012871.pub2"
"Preterm birth < 34 weeks","secondary","14651858.CD012871.pub2"
"Preterm birth < 37 weeks","secondary","14651858.CD012871.pub2"
"Serious intracranial pathology","secondary","14651858.CD012871.pub2"
"Serious respiratory morbidity","secondary","14651858.CD012871.pub2"
"Necrotising enterocolitis","secondary","14651858.CD012871.pub2"
"Retinopathy of prematurity","secondary","14651858.CD012871.pub2"
"Maternal infection, including chorioamnionitis, requiring intervention (chorioamnionitis)","secondary","14651858.CD012871.pub2"
"Preterm premature rupture of membranes","secondary","14651858.CD012871.pub2"
"Overall survival","primary","14651858.CD012873.pub2"
"Disease-free survival","secondary","14651858.CD012873.pub2"
"Pathological complete response (pCR) includes by hormone or HER2 receptor status","secondary","14651858.CD012873.pub2"
"Pathological response","secondary","14651858.CD012873.pub2"
"Adverse events","secondary","14651858.CD012873.pub2"
"Treatment adherence: dose reduction","secondary","14651858.CD012873.pub2"
"Treatment adherence: delay in treatment","secondary","14651858.CD012873.pub2"
"Treatment adherence: one-dose reduction","secondary","14651858.CD012873.pub2"
"Treatment adherence: did not receive planned cycles","secondary","14651858.CD012873.pub2"
"Linear growth","primary","14651858.CD012875.pub2"
"Length/height-for-age","primary","14651858.CD012875.pub2"
"Stunting","primary","14651858.CD012875.pub2"
"Adverse effect: hypercalciuria","primary","14651858.CD012875.pub2"
"Adverse effect: hypercalcaemia","primary","14651858.CD012875.pub2"
"Weight-for-age","secondary","14651858.CD012875.pub2"
"Underweight","secondary","14651858.CD012875.pub2"
"Weight-for-length/height","secondary","14651858.CD012875.pub2"
"Wasting","secondary","14651858.CD012875.pub2"
"Serum 25-hydroxyvitamin D","secondary","14651858.CD012875.pub2"
"Change in 25(OH)D levels (nmol/L)","secondary","14651858.CD012875.pub2"
"Vitamin D sufficiency (a%%Yen 50 nmol/L)","secondary","14651858.CD012875.pub2"
"Vitamin D sufficiency (a%%Yen 75 nmol/L)","secondary","14651858.CD012875.pub2"
"Vitamin D severe deficiency (< 25 to 30 nmol/L)","secondary","14651858.CD012875.pub2"
"Rickets (continuous)","secondary","14651858.CD012875.pub2"
"Linear growth: gain in length","secondary","14651858.CD012875.pub2"
"Change in 25(OH)D (nmol/L)","secondary","14651858.CD012875.pub2"
"Rickets (dichotomous)","secondary","14651858.CD012875.pub2"
"Failure to maintain clinical remission at 52 to 56 weeks","primary","14651858.CD012877.pub2"
"Failure to maintain clinical remission at 24 to 26 weeks","primary","14651858.CD012877.pub2"
"Failure to maintain clinical response at 52 to 56 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain clinical or endoscopic response at 52 to 56 weeks with prior TNF antagonist exposure","secondary","14651858.CD012877.pub2"
"Failure to maintain clinical response at 24 to 26 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain endoscopic remission at 52 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain endoscopic response at 52 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain histological remission at 52 weeks","secondary","14651858.CD012877.pub2"
"Adverse events","secondary","14651858.CD012877.pub2"
"Serious adverse events","secondary","14651858.CD012877.pub2"
"Withdrawals due to adverse events","secondary","14651858.CD012877.pub2"
"Failure to maintain clinical response at 104 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain endoscopic remission at 104 weeks","secondary","14651858.CD012877.pub2"
"Failure to maintain endoscopic remission at 24 weeks","secondary","14651858.CD012877.pub2"
"Proportion completely abstinent","primary","14651858.CD012880.pub2"
"Percentage days abstinent (PDA)","primary","14651858.CD012880.pub2"
"Longest period of abstinence (LPA, months)","primary","14651858.CD012880.pub2"
"Drinks per drinking day (DDD)","primary","14651858.CD012880.pub2"
"Percentage days heavy drinking (PDHD)","primary","14651858.CD012880.pub2"
"Alcohol-related consequences (DrInC)","primary","14651858.CD012880.pub2"
"Alcohol-related consequences (SIP)","primary","14651858.CD012880.pub2"
"Alcohol-related consequences (SIP-2R)","primary","14651858.CD012880.pub2"
"Addiction Severity Index (ASI)","primary","14651858.CD012880.pub2"
"Proportion of participants completely abstinent","primary","14651858.CD012880.pub2"
"Days of use (PDA)","primary","14651858.CD012880.pub2"
"European Addiction Severity Index (EuropASI)","primary","14651858.CD012880.pub2"
"Alcohol-related consequences","primary","14651858.CD012880.pub2"
"Alcohol addiction severity (Alcohol Dependence Scale)","primary","14651858.CD012880.pub2"
"Addition Severity Index-Lite (ASI-L)","primary","14651858.CD012880.pub2"
"Comparison 1 iCCM vs usual facility services: coverage of appropriate treatment by an appropriate provider (CBA)","primary","14651858.CD012882.pub2"
"Comparison 1 iCCM vs usual facility services: coverage of appropriate treatment by an iCCM provider (CBA)","primary","14651858.CD012882.pub2"
"Comparison 1 iCCM vs usual facility services: mortality (cRCT)","primary","14651858.CD012882.pub2"
"Comparison 1 iCCM vs usual facility services: coverage of careseeking to an appropriate provider of treatment services (cRCT)","secondary","14651858.CD012882.pub2"
"Comparison 1 iCCM vs usual facility services: coverage of careseeking to an appropriate provider of treatment services (CBA)","secondary","14651858.CD012882.pub2"
"Comparison 1 iCCM vs usual facility services: coverage of careseeking to an iCCM provider (CBA)","secondary","14651858.CD012882.pub2"
"Comparison 2 iCCM vs usual facility services + CCM for malaria: coverage of appropriate treatment by an appropriate provider (CBA)","primary","14651858.CD012882.pub2"
"Comparison 2 iCCM vs usual facility services + CCM for malaria: coverage of careseeking to an appropriate provider of treatment services (cRCT)","secondary","14651858.CD012882.pub2"
"Comparison 2 iCCM vs usual facility services + CCM for malaria: coverage of careseeking to an appropriate provider of treatment services (CBA)","secondary","14651858.CD012882.pub2"
"Comparison 2 iCCM vs usual facility services + CCM for malaria: coverage of careseeking to an iCCM provider (cRCT)","secondary","14651858.CD012882.pub2"
"Comparison 2 iCCM vs usual facility services + CCM for malaria: coverage of careseeking to an iCCM provider (CBA)","secondary","14651858.CD012882.pub2"
"HbA1c (%)","primary","14651858.CD012885.pub2"
"Body weight (kg)","primary","14651858.CD012885.pub2"
"Total cholesterol (mg/dL)","secondary","14651858.CD012885.pub2"
"HDL cholesterol (mg/dL)","secondary","14651858.CD012885.pub2"
"LDL cholesterol (mg/dL)","secondary","14651858.CD012885.pub2"
"Triglycerides (mg/dL)","secondary","14651858.CD012885.pub2"
"Fasting blood glucose levels (mg/dL)","secondary","14651858.CD012885.pub2"
"Postprandial blood glucose levels (mg/dL)","secondary","14651858.CD012885.pub2"
"Serum insulin (microunits/mL)","secondary","14651858.CD012885.pub2"
"Adverse events (n/N)","primary","14651858.CD012885.pub2"
"BMI (kg/mA2)","secondary","14651858.CD012885.pub2"
"Fasting glucose (mg/dL)","secondary","14651858.CD012885.pub2"
"Participant-reported musculoskeletal pain, discomfort or fatigue (follow-up 4 or 10 weeks)","primary","14651858.CD012886.pub2"
"Productivity or work performance (follow-up 4 or 10 weeks)","primary","14651858.CD012886.pub2"
"Participant-reported musculoskeletal pain, discomfort or fatigue (follow-up 4 weeks)","primary","14651858.CD012886.pub2"
"Productivity or work performance (follow-up 4 weeks)","primary","14651858.CD012886.pub2"
"Participant-reported musculoskeletal pain, discomfort or fatigue (follow-up 5 weeks)","primary","14651858.CD012886.pub2"
"Participant-reported musculoskeletal outcomes (pain, discomfort or fatigue)","primary","14651858.CD012886.pub2"
"Productivity or work performance","primary","14651858.CD012886.pub2"
"Participant-reported musculoskeletal pain, discomfort or fatigue","primary","14651858.CD012886.pub2"
"Incidence of NEC within 48 hours after transfusion","primary","14651858.CD012888.pub2"
"Incidence of NEC any time after first transfusion","primary","14651858.CD012888.pub2"
"Mortality to 44 weeks' postmenstrual age","primary","14651858.CD012888.pub2"
"AHI - short term","secondary","14651858.CD012889.pub2"
"All-cause mortality - long term","secondary","14651858.CD012889.pub2"
"Quality of life - short term","secondary","14651858.CD012889.pub2"
"Behaviour, mood and depression: depression 4-6 weeks","primary","14651858.CD012892.pub2"
"Behaviour, mood and depression: agitation 4-6 weeks","primary","14651858.CD012892.pub2"
"Function 4-6 weeks","primary","14651858.CD012892.pub2"
"Clinical remission at week 8","primary","14651858.CD012893.pub2"
"Clinical response at week 8","secondary","14651858.CD012893.pub2"
"CRP at week 8 (log-scales of geometric mean CRP ratio between baseline and week 8)","secondary","14651858.CD012893.pub2"
"IBDQ total score at week 8 (mean change from baseline)","secondary","14651858.CD012893.pub2"
"Adverse events","secondary","14651858.CD012893.pub2"
"Serious adverse events","secondary","14651858.CD012893.pub2"
"Withdrawals due to adverse events","secondary","14651858.CD012893.pub2"
"Clinical remission at week 8 (Subgroup analysis based on CZP doses)","primary","14651858.CD012893.pub2"
"Clinical remission at week 8 (Subgroup analysis of no previous treatment with TNF-I+/- inhibitors)","primary","14651858.CD012893.pub2"
"Clinical remission at week 8 (Subgroup analysis of CRP levels at baseline)","primary","14651858.CD012893.pub2"
"Clinical remission at week 8 (Sensitivity analysis of excluding studies with high risk of bias)","primary","14651858.CD012893.pub2"
"Clinical remission at week 8 (sensitivity analysis of using available case data)","primary","14651858.CD012893.pub2"
"Clinical remission at week 8 (Sensitivity analysis of studies with the approval dosing regimen)","primary","14651858.CD012893.pub2"
"Number of participants experiencing shunt infection after administration of antibiotics","primary","14651858.CD012902.pub2"
"Number of adults and children experiencing shunt infection after administration of antibiotic prophylaxis","primary","14651858.CD012902.pub2"
"Number of participants experiencing shunt infection after administration of antibiotics in ventriculoperitoneal shunts versus ventriculoatrial shunts","primary","14651858.CD012902.pub2"
"Number of participants experiencing shunt infection for different antibiotic agents","primary","14651858.CD012902.pub2"
"Sensitivity analysis on differences in control groups between studies","secondary","14651858.CD012902.pub2"
"Maternal mortality or serious maternal morbidity","primary","14651858.CD012910"
"Caesarean section","primary","14651858.CD012910"
"Instrumental vaginal birth","primary","14651858.CD012910"
"Perinatal mortality rate","primary","14651858.CD012910"
"Shoulder dystocia","primary","14651858.CD012910"
"Large-for-gestational age","primary","14651858.CD012910"
"Maternal death","secondary","14651858.CD012910"
"Admission to ICU","secondary","14651858.CD012910"
"Intact perineum","secondary","14651858.CD012910"
"Uterine rupture","secondary","14651858.CD012910"
"Postpartum haemorrhage","secondary","14651858.CD012910"
"Brachial plexus injury","secondary","14651858.CD012910"
"Bone fracture at birth","secondary","14651858.CD012910"
"Respiratory distress syndrome","secondary","14651858.CD012910"
"Neonatal hypoglycaemia","secondary","14651858.CD012910"
"Neonatal hyperbilirubinaemia","secondary","14651858.CD012910"
"Admission to NICU","secondary","14651858.CD012910"
"Pain relief (any)","primary","14651858.CD012912.pub2"
"Good or excellent pain relief","primary","14651858.CD012912.pub2"
"Total side effects","secondary","14651858.CD012912.pub2"
"Bothersome side effects","secondary","14651858.CD012912.pub2"
"Requirement for additional medication","secondary","14651858.CD012912.pub2"
"Dialysate leak (RCT)","primary","14651858.CD012913.pub2"
"Dialysate leak (non-RCT)","primary","14651858.CD012913.pub2"
"Catheter blockage (non-RCT)","primary","14651858.CD012913.pub2"
"Catheter malposition (non-RCT)","primary","14651858.CD012913.pub2"
"PD dialysate flow problem (non-RCT)","primary","14651858.CD012913.pub2"
"Exit-site infection (non-RCT)","primary","14651858.CD012913.pub2"
"Exit-site infection rate (non-RCT)","primary","14651858.CD012913.pub2"
"Exit-site bleeding (RCT)","primary","14651858.CD012913.pub2"
"Exit-site bleeding (non-RCT)","primary","14651858.CD012913.pub2"
"Peritonitis (non-RCT)","secondary","14651858.CD012913.pub2"
"Peritonitis rate (non-RCT)","secondary","14651858.CD012913.pub2"
"Peritonitis (secondary analysis: day 30)","secondary","14651858.CD012913.pub2"
"Peritonitis (secondary analysis: day 90)","secondary","14651858.CD012913.pub2"
"Catheter readjustment","secondary","14651858.CD012913.pub2"
"Technique survival (RCT)","primary","14651858.CD012913.pub2"
"Technique survival (non-RCT)","primary","14651858.CD012913.pub2"
"Technique survival: secondary analysis (cohort studies - laparotomy)","secondary","14651858.CD012913.pub2"
"Technique survival: sensitivity analysis (cohort studies - up to 6 months follow-up)","primary","14651858.CD012913.pub2"
"Technique survival: sensitivity analysis (cohort studies - more than 6 months follow-up)","primary","14651858.CD012913.pub2"
"Technique survival: sensitivity analysis (cohort studies - low risk of bias)","primary","14651858.CD012913.pub2"
"Death-censored technique survival (RCT)","secondary","14651858.CD012913.pub2"
"Death-censored technique survival (non-RCT)","secondary","14651858.CD012913.pub2"
"Death-censored technique survival: secondary analysis (cohort studies - laparotomy)","secondary","14651858.CD012913.pub2"
"Death-censored technique survival: sensitivity analysis (cohort studies - up to 6 months follow-up)","secondary","14651858.CD012913.pub2"
"Death-censored technique survival: sensitivity analysis (cohort studies - more than 6 months follow-up)","primary","14651858.CD012913.pub2"
"Death (any cause) (RCT)","secondary","14651858.CD012913.pub2"
"Death (any cause) (non-RCT)","secondary","14651858.CD012913.pub2"
"Death (any cause): secondary analysis (cohort studies - laparotomy)","secondary","14651858.CD012913.pub2"
"Death (any cause): sensitivity analysis (cohort studies-up to 6 months follow-up)","secondary","14651858.CD012913.pub2"
"Death (any cause): sensitivity analysis (cohort studies - more than 6 months follow-up)","secondary","14651858.CD012913.pub2"
"Death (any cause): sensitivity analysis (cohort studies - low risk of bias)","secondary","14651858.CD012913.pub2"
"Pericatheter hernia","secondary","14651858.CD012913.pub2"
"Haemoperitoneum","secondary","14651858.CD012913.pub2"
"Delayed wound healing","secondary","14651858.CD012913.pub2"
"Interim HD","secondary","14651858.CD012913.pub2"
"Active tuberculosis (TB): confirmed by culture or XpertA(R) MTB/RIF longest reported follow-up","primary","14651858.CD012915.pub2"
"Active TB: started on TB treatment","primary","14651858.CD012915.pub2"
"Latent TB","secondary","14651858.CD012915.pub2"
"Adverse effects of any severity","secondary","14651858.CD012915.pub2"
"Adverse effects of any severity: aggregated","secondary","14651858.CD012915.pub2"
"Serious adverse effects","secondary","14651858.CD012915.pub2"
"Adverse events of any severity","secondary","14651858.CD012915.pub2"
"Abnormal biochemical tests","secondary","14651858.CD012915.pub2"
"Tameris 2013: incidence of tuberculosis (TB) according to post-hoc endpoints","secondary","14651858.CD012915.pub2"
"Ndiaye 2015: incidence of TB according to post hoc defined endpoints","secondary","14651858.CD012915.pub2"
"Relapse","primary","14651858.CD012918.pub2"
"Relapse: subgroup analysis","primary","14651858.CD012918.pub2"
"Relapse: sensitivity analysis accounting for missing data","primary","14651858.CD012918.pub2"
"Death from any cause","secondary","14651858.CD012918.pub2"
"Treatment discontinuation","secondary","14651858.CD012918.pub2"
"Positive sputum culture/smear at 8 weeks","secondary","14651858.CD012918.pub2"
"Treatment failure","secondary","14651858.CD012918.pub2"
"Acquired drug resistance","secondary","14651858.CD012918.pub2"
"Serious adverse events","secondary","14651858.CD012918.pub2"
"Positive sputum culture at 8 weeks","secondary","14651858.CD012918.pub2"
"Central apnoea-hypopnoea index (short-term)","primary","14651858.CD012922.pub2"
"Cardiovascular mortality (intermediate-term)","primary","14651858.CD012922.pub2"
"Apnoea-hypopnoea index (short-term)","secondary","14651858.CD012922.pub2"
"Apnoea-hypopnoea index (intermediate-term)","secondary","14651858.CD012922.pub2"
"All-cause mortality","primary","14651858.CD012930.pub2"
"SAEs","primary","14651858.CD012930.pub2"
"AECOPD","primary","14651858.CD012930.pub2"
"Time to first AECOPD","primary","14651858.CD012930.pub2"
"Difference vs placebo in adjusted SGRQ score (HRQoL)","primary","14651858.CD012930.pub2"
"SGRQ responder analysis","primary","14651858.CD012930.pub2"
"Difference vs placebo in adjusted trough FEV1 at EOT","secondary","14651858.CD012930.pub2"
"Difference vs placebo in trough FEV1 at EOT","secondary","14651858.CD012930.pub2"
"Difference vs placebo in trough FEV1 - pooled adjusted and EOT analyses","secondary","14651858.CD012930.pub2"
"Difference vs placebo in adjusted peak FEV1","secondary","14651858.CD012930.pub2"
"AEs","secondary","14651858.CD012930.pub2"
"Health behaviours - physical activity","primary","14651858.CD012932.pub2"
"Health behaviours - diet quality","primary","14651858.CD012932.pub2"
"Health behaviours - calorie intake","primary","14651858.CD012932.pub2"
"Health behaviour - increased calcium intake","primary","14651858.CD012932.pub2"
"Health behaviours - healthy infant feeding behaviour score","primary","14651858.CD012932.pub2"
"Health behaviours - breastfeeding","primary","14651858.CD012932.pub2"
"Health behaviours - tobacco use","primary","14651858.CD012932.pub2"
"Health behaviours - condom use frequency","primary","14651858.CD012932.pub2"
"Health behaviours - Medication adherence","primary","14651858.CD012932.pub2"
"Health behaviours - Vaccination (frequency)","primary","14651858.CD012932.pub2"
"Health behaviours - vaccination uptake","primary","14651858.CD012932.pub2"
"Health behaviours - screening test","primary","14651858.CD012932.pub2"
"Health behaviours - self-care","primary","14651858.CD012932.pub2"
"Health behaviours - mindfulness","primary","14651858.CD012932.pub2"
"Health behaviours - parent modeling of healthy eating","primary","14651858.CD012932.pub2"
"Health behaviours - maternal care utilisation","primary","14651858.CD012932.pub2"
"Health behaviours, CBA","primary","14651858.CD012932.pub2"
"Body functions - Weight (kg)","primary","14651858.CD012932.pub2"
"Body functions - gestational weight gain","primary","14651858.CD012932.pub2"
"Body functions - BMI kg/m2","primary","14651858.CD012932.pub2"
"Body Functions - Blood glucose mmol/L","primary","14651858.CD012932.pub2"
"Body functions - Insomnia","primary","14651858.CD012932.pub2"
"Body functions - PMS Score","primary","14651858.CD012932.pub2"
"Body function - Dyspnoea","primary","14651858.CD012932.pub2"
"Body functions - Cardiorespiratory fitness (heart beats/min)","primary","14651858.CD012932.pub2"
"Body function - Influenza-like illness","primary","14651858.CD012932.pub2"
"Body Function outcomes - physical health status, CBA","primary","14651858.CD012932.pub2"
"Well-being outcomes","primary","14651858.CD012932.pub2"
"Psychological outcomes","primary","14651858.CD012932.pub2"
"Psychological outcomes - probable depression","primary","14651858.CD012932.pub2"
"Psychological outcomes - CBA","primary","14651858.CD012932.pub2"
"Physical Activity (Steps per day)","primary","14651858.CD012932.pub2"
"Physical Activity (total weekly minutes moderate-vigorous activity)","primary","14651858.CD012932.pub2"
"Physical Activity (MET-min/wk)","primary","14651858.CD012932.pub2"
"Physical Activity (calories expended)","primary","14651858.CD012932.pub2"
"Attendance at physical activity sessions (number of classes)","primary","14651858.CD012932.pub2"
"Health behaviour - All Physical Activity","primary","14651858.CD012932.pub2"
"Body function - Weight","primary","14651858.CD012932.pub2"
"Well-being","primary","14651858.CD012932.pub2"
"Weight (kg)","primary","14651858.CD012932.pub2"
"Quality of Life score","primary","14651858.CD012932.pub2"
"Health behaviours - physical activity, Low ROB for allocation concealment","primary","14651858.CD012932.pub2"
"Health behaviours - physical activity, Low ROB for blinding of participants","primary","14651858.CD012932.pub2"
"Health behaviours - physical activity, Good adherence","primary","14651858.CD012932.pub2"
"Body function - weight, Good adherence","primary","14651858.CD012932.pub2"
"Body function - weight, Low ROB for allocation concealment","primary","14651858.CD012932.pub2"
"Body function - weight, Low ROB for blinding of participants","primary","14651858.CD012932.pub2"
"Well-being - Good adherence","secondary","14651858.CD012932.pub2"
"Well-being - Low ROB for allocation concealment","primary","14651858.CD012932.pub2"
"Well-being - Low ROB for blinding of participants","primary","14651858.CD012932.pub2"
"Change in knowledge","secondary","14651858.CD012932.pub2"
"Knowledge (CBA)","secondary","14651858.CD012932.pub2"
"Change in attitude","secondary","14651858.CD012932.pub2"
"Change in attitude (CBA) - Tobacco attitudes","secondary","14651858.CD012932.pub2"
"Change in self-efficacy","secondary","14651858.CD012932.pub2"
"Change in self-efficacy (CBA) - general self-efficacy","secondary","14651858.CD012932.pub2"
"Change in subjective norms","secondary","14651858.CD012932.pub2"
"Change in direct control","secondary","14651858.CD012932.pub2"
"Change in direct control (CBA) - exercise","primary","14651858.CD012932.pub2"
"Change in intention","secondary","14651858.CD012932.pub2"
"Intention to vaccinate children","secondary","14651858.CD012932.pub2"
"Change in motivation","secondary","14651858.CD012932.pub2"
"Change in motivation (higher motivation)","secondary","14651858.CD012932.pub2"
"Change in perceived susceptibility - colorectal cancer","secondary","14651858.CD012932.pub2"
"Change in social support","secondary","14651858.CD012932.pub2"
"Health behaviours - Physical activity","primary","14651858.CD012932.pub2"
"Health behaviours - healthy eating","primary","14651858.CD012932.pub2"
"Health behaviours - IUD use","primary","14651858.CD012932.pub2"
"Body function outcomes","primary","14651858.CD012932.pub2"
"Body function - total gestational weight gain (kg)","primary","14651858.CD012932.pub2"
"Psychological outcomes - Self-worth","primary","14651858.CD012932.pub2"
"Psychological outcomes - depression","primary","14651858.CD012932.pub2"
"Pyschological outcomes - anxiety","primary","14651858.CD012932.pub2"
"Change in exercise self-efficacy","secondary","14651858.CD012932.pub2"
"Change in physical activity social support","secondary","14651858.CD012932.pub2"
"Failure of modality","primary","14651858.CD012935.pub2"
"Gastrointestinal perforation","secondary","14651858.CD012935.pub2"
"Pulmonary air leak","secondary","14651858.CD012935.pub2"
